날짜,종가,시가,고가,저가,거래량,변동 %
1992-11-30,"1,320.00","1,320.00","1,320.00","1,320.00",,0.15%
1992-11-27,"1,318.00","1,318.00","1,318.00","1,318.00",,0.53%
1992-11-26,"1,311.00","1,311.00","1,311.00","1,311.00",,0.61%
1992-11-25,"1,303.00","1,303.00","1,303.00","1,303.00",,1.09%
1992-11-24,"1,289.00","1,289.00","1,289.00","1,289.00",,1.02%
1992-11-23,"1,276.00","1,276.00","1,276.00","1,276.00",,1.03%
1992-11-20,"1,263.00","1,263.00","1,263.00","1,263.00",,1.20%
1992-11-19,"1,248.00","1,248.00","1,248.00","1,248.00",,1.96%
1992-11-18,"1,224.00","1,224.00","1,224.00","1,224.00",,1.41%
1992-11-17,"1,207.00","1,207.00","1,207.00","1,207.00",,1.60%
1992-11-16,"1,188.00","1,188.00","1,188.00","1,188.00",,0.68%
1992-11-13,"1,180.00","1,180.00","1,180.00","1,180.00",,0.68%
1992-11-12,"1,172.00","1,172.00","1,172.00","1,172.00",,0.77%
1992-11-11,"1,163.00","1,163.00","1,163.00","1,163.00",,0.61%
1992-11-10,"1,156.00","1,156.00","1,156.00","1,156.00",,0.87%
1992-11-09,"1,146.00","1,146.00","1,146.00","1,146.00",,0.97%
1992-11-06,"1,135.00","1,135.00","1,135.00","1,135.00",,0.98%
1992-11-05,"1,124.00","1,124.00","1,124.00","1,124.00",,0.45%
1992-11-04,"1,119.00","1,119.00","1,119.00","1,119.00",,0.45%
1992-11-03,"1,114.00","1,114.00","1,114.00","1,114.00",,0.09%
1992-11-02,"1,113.00","1,113.00","1,113.00","1,113.00",,0.18%
1992-10-30,"1,111.00","1,111.00","1,111.00","1,111.00",,0.00%
1992-10-29,"1,111.00","1,111.00","1,111.00","1,111.00",,0.27%
1992-10-28,"1,108.00","1,108.00","1,108.00","1,108.00",,0.09%
1992-10-27,"1,107.00","1,107.00","1,107.00","1,107.00",,0.54%
1992-10-26,"1,101.00","1,101.00","1,101.00","1,101.00",,0.73%
1992-10-23,"1,093.00","1,093.00","1,093.00","1,093.00",,1.30%
1992-10-22,"1,079.00","1,079.00","1,079.00","1,079.00",,1.22%
1992-10-21,"1,066.00","1,066.00","1,066.00","1,066.00",,0.57%
1992-10-20,"1,060.00","1,060.00","1,060.00","1,060.00",,0.47%
1992-10-19,"1,055.00","1,055.00","1,055.00","1,055.00",,0.19%
1992-10-16,"1,053.00","1,053.00","1,053.00","1,053.00",,0.38%
1992-10-15,"1,049.00","1,049.00","1,049.00","1,049.00",,0.10%
1992-10-14,"1,048.00","1,048.00","1,048.00","1,048.00",,0.48%
1992-10-13,"1,043.00","1,043.00","1,043.00","1,043.00",,0.38%
1992-10-12,"1,039.00","1,039.00","1,039.00","1,039.00",,0.10%
1992-10-09,"1,038.00","1,038.00","1,038.00","1,038.00",,0.19%
1992-10-08,"1,036.00","1,036.00","1,036.00","1,036.00",,0.19%
1992-10-07,"1,034.00","1,034.00","1,034.00","1,034.00",,0.10%
1992-10-06,"1,033.00","1,033.00","1,033.00","1,033.00",,-0.19%
1992-10-05,"1,035.00","1,035.00","1,035.00","1,035.00",,0.00%
1992-10-02,"1,035.00","1,035.00","1,035.00","1,035.00",,0.10%
1992-10-01,"1,034.00","1,034.00","1,034.00","1,034.00",,-0.67%
1992-09-30,"1,041.00","1,041.00","1,041.00","1,041.00",,-0.10%
1992-09-29,"1,042.00","1,042.00","1,042.00","1,042.00",,-0.10%
1992-09-28,"1,043.00","1,043.00","1,043.00","1,043.00",,-0.19%
1992-09-25,"1,045.00","1,045.00","1,045.00","1,045.00",,-0.48%
1992-09-24,"1,050.00","1,050.00","1,050.00","1,050.00",,-0.38%
1992-09-23,"1,054.00","1,054.00","1,054.00","1,054.00",,0.00%
1992-09-22,"1,054.00","1,054.00","1,054.00","1,054.00",,0.48%
1992-09-21,"1,049.00","1,049.00","1,049.00","1,049.00",,0.00%
1992-09-18,"1,049.00","1,049.00","1,049.00","1,049.00",,-0.19%
1992-09-17,"1,051.00","1,051.00","1,051.00","1,051.00",,-0.10%
1992-09-16,"1,052.00","1,052.00","1,052.00","1,052.00",,-0.09%
1992-09-15,"1,053.00","1,053.00","1,053.00","1,053.00",,0.00%
1992-09-14,"1,053.00","1,053.00","1,053.00","1,053.00",,-0.28%
1992-09-11,"1,056.00","1,056.00","1,056.00","1,056.00",,0.09%
1992-09-10,"1,055.00","1,055.00","1,055.00","1,055.00",,-0.09%
1992-09-09,"1,056.00","1,056.00","1,056.00","1,056.00",,0.00%
1992-09-08,"1,056.00","1,056.00","1,056.00","1,056.00",,-0.28%
1992-09-07,"1,059.00","1,059.00","1,059.00","1,059.00",,0.00%
1992-09-04,"1,059.00","1,059.00","1,059.00","1,059.00",,0.00%
1992-09-03,"1,059.00","1,059.00","1,059.00","1,059.00",,-0.47%
1992-09-02,"1,064.00","1,064.00","1,064.00","1,064.00",,-0.47%
1992-09-01,"1,069.00","1,069.00","1,069.00","1,069.00",,-0.37%
1992-08-28,"1,073.00","1,073.00","1,073.00","1,073.00",,-0.09%
1992-08-27,"1,074.00","1,074.00","1,074.00","1,074.00",,-0.28%
1992-08-26,"1,077.00","1,077.00","1,077.00","1,077.00",,0.00%
1992-08-25,"1,077.00","1,077.00","1,077.00","1,077.00",,-0.09%
1992-08-24,"1,078.00","1,078.00","1,078.00","1,078.00",,-0.28%
1992-08-21,"1,081.00","1,081.00","1,081.00","1,081.00",,0.00%
1992-08-20,"1,081.00","1,081.00","1,081.00","1,081.00",,0.46%
1992-08-19,"1,076.00","1,076.00","1,076.00","1,076.00",,0.09%
1992-08-18,"1,075.00","1,075.00","1,075.00","1,075.00",,0.47%
1992-08-17,"1,070.00","1,070.00","1,070.00","1,070.00",,0.47%
1992-08-14,"1,065.00","1,065.00","1,065.00","1,065.00",,0.47%
1992-08-13,"1,060.00","1,060.00","1,060.00","1,060.00",,0.28%
1992-08-12,"1,057.00","1,057.00","1,057.00","1,057.00",,0.00%
1992-08-11,"1,057.00","1,057.00","1,057.00","1,057.00",,-0.28%
1992-08-10,"1,060.00","1,060.00","1,060.00","1,060.00",,0.09%
1992-08-07,"1,059.00","1,059.00","1,059.00","1,059.00",,0.00%
1992-08-06,"1,059.00","1,059.00","1,059.00","1,059.00",,0.47%
1992-08-05,"1,054.00","1,054.00","1,054.00","1,054.00",,0.19%
1992-08-04,"1,052.00","1,052.00","1,052.00","1,052.00",,-0.28%
1992-08-03,"1,055.00","1,055.00","1,055.00","1,055.00",,-0.47%
1992-07-31,"1,060.00","1,060.00","1,060.00","1,060.00",,-2.57%
1992-07-30,"1,088.00","1,088.00","1,088.00","1,088.00",,-0.46%
1992-07-29,"1,093.00","1,093.00","1,093.00","1,093.00",,-0.09%
1992-07-28,"1,094.00","1,094.00","1,094.00","1,094.00",,0.09%
1992-07-27,"1,093.00","1,093.00","1,093.00","1,093.00",,1.77%
1992-07-24,"1,074.00","1,074.00","1,074.00","1,074.00",,0.56%
1992-07-23,"1,068.00","1,068.00","1,068.00","1,068.00",,0.47%
1992-07-22,"1,063.00","1,063.00","1,063.00","1,063.00",,0.28%
1992-07-21,"1,060.00","1,060.00","1,060.00","1,060.00",,-0.09%
1992-07-20,"1,061.00","1,061.00","1,061.00","1,061.00",,0.09%
1992-07-17,"1,060.00","1,060.00","1,060.00","1,060.00",,-0.09%
1992-07-16,"1,061.00","1,061.00","1,061.00","1,061.00",,0.19%
1992-07-15,"1,059.00","1,059.00","1,059.00","1,059.00",,0.19%
1992-07-14,"1,057.00","1,057.00","1,057.00","1,057.00",,-0.09%
1992-07-13,"1,058.00","1,058.00","1,058.00","1,058.00",,-0.09%
1992-07-10,"1,059.00","1,059.00","1,059.00","1,059.00",,0.19%
1992-07-09,"1,057.00","1,057.00","1,057.00","1,057.00",,0.38%
1992-07-08,"1,053.00","1,053.00","1,053.00","1,053.00",,0.57%
1992-07-07,"1,047.00","1,047.00","1,047.00","1,047.00",,-0.19%
1992-07-06,"1,049.00","1,049.00","1,049.00","1,049.00",,-0.38%
1992-07-03,"1,053.00","1,053.00","1,053.00","1,053.00",,-0.85%
1992-07-02,"1,062.00","1,062.00","1,062.00","1,062.00",,-1.58%
1992-07-01,"1,079.00","1,079.00","1,079.00","1,079.00",,-1.10%
1992-06-30,"1,091.00","1,091.00","1,091.00","1,091.00",,-1.18%
1992-06-29,"1,104.00","1,104.00","1,104.00","1,104.00",,-0.90%
1992-06-26,"1,114.00","1,114.00","1,114.00","1,114.00",,-0.71%
1992-06-25,"1,122.00","1,122.00","1,122.00","1,122.00",,-0.44%
1992-06-24,"1,127.00","1,127.00","1,127.00","1,127.00",,-0.79%
1992-06-23,"1,136.00","1,136.00","1,136.00","1,136.00",,-0.70%
1992-06-22,"1,144.00","1,144.00","1,144.00","1,144.00",,-0.69%
1992-06-19,"1,152.00","1,152.00","1,152.00","1,152.00",,0.00%
1992-06-18,"1,152.00","1,152.00","1,152.00","1,152.00",,-0.17%
1992-06-17,"1,154.00","1,154.00","1,154.00","1,154.00",,-0.35%
1992-06-16,"1,158.00","1,158.00","1,158.00","1,158.00",,-0.34%
1992-06-15,"1,162.00","1,162.00","1,162.00","1,162.00",,-0.85%
1992-06-12,"1,172.00","1,172.00","1,172.00","1,172.00",,-0.51%
1992-06-11,"1,178.00","1,178.00","1,178.00","1,178.00",,-0.42%
1992-06-10,"1,183.00","1,183.00","1,183.00","1,183.00",,-0.34%
1992-06-09,"1,187.00","1,187.00","1,187.00","1,187.00",,-0.42%
1992-06-08,"1,192.00","1,192.00","1,192.00","1,192.00",,-0.91%
1992-06-05,"1,203.00","1,203.00","1,203.00","1,203.00",,-2.75%
1992-06-04,"1,237.00","1,237.00","1,237.00","1,237.00",,-0.96%
1992-06-03,"1,249.00","1,249.00","1,249.00","1,249.00",,-0.72%
1992-06-02,"1,258.00","1,258.00","1,258.00","1,258.00",,-0.24%
1992-06-01,"1,261.00","1,261.00","1,261.00","1,261.00",,-0.47%
1992-05-29,"1,267.00","1,267.00","1,267.00","1,267.00",,-0.39%
1992-05-28,"1,272.00","1,272.00","1,272.00","1,272.00",,-0.47%
1992-05-27,"1,278.00","1,278.00","1,278.00","1,278.00",,-0.47%
1992-05-26,"1,284.00","1,284.00","1,284.00","1,284.00",,-0.16%
1992-05-22,"1,286.00","1,286.00","1,286.00","1,286.00",,-0.16%
1992-05-21,"1,288.00","1,288.00","1,288.00","1,288.00",,0.08%
1992-05-20,"1,287.00","1,287.00","1,287.00","1,287.00",,0.08%
1992-05-19,"1,286.00","1,286.00","1,286.00","1,286.00",,0.08%
1992-05-18,"1,285.00","1,285.00","1,285.00","1,285.00",,0.47%
1992-05-15,"1,279.00","1,279.00","1,279.00","1,279.00",,0.95%
1992-05-14,"1,267.00","1,267.00","1,267.00","1,267.00",,-0.08%
1992-05-13,"1,268.00","1,268.00","1,268.00","1,268.00",,-0.08%
1992-05-12,"1,269.00","1,269.00","1,269.00","1,269.00",,0.16%
1992-05-11,"1,267.00","1,267.00","1,267.00","1,267.00",,0.96%
1992-05-08,"1,255.00","1,255.00","1,255.00","1,255.00",,1.21%
1992-05-07,"1,240.00","1,240.00","1,240.00","1,240.00",,0.65%
1992-05-06,"1,232.00","1,232.00","1,232.00","1,232.00",,0.24%
1992-05-05,"1,229.00","1,229.00","1,229.00","1,229.00",,0.82%
1992-05-01,"1,219.00","1,219.00","1,219.00","1,219.00",,0.25%
1992-04-30,"1,216.00","1,216.00","1,216.00","1,216.00",,1.25%
1992-04-29,"1,201.00","1,201.00","1,201.00","1,201.00",,0.76%
1992-04-28,"1,192.00","1,192.00","1,192.00","1,192.00",,0.34%
1992-04-27,"1,188.00","1,188.00","1,188.00","1,188.00",,0.25%
1992-04-24,"1,185.00","1,185.00","1,185.00","1,185.00",,0.51%
1992-04-23,"1,179.00","1,179.00","1,179.00","1,179.00",,0.26%
1992-04-22,"1,176.00","1,176.00","1,176.00","1,176.00",,0.09%
1992-04-21,"1,175.00","1,175.00","1,175.00","1,175.00",,0.17%
1992-04-16,"1,173.00","1,173.00","1,173.00","1,173.00",,0.34%
1992-04-15,"1,169.00","1,169.00","1,169.00","1,169.00",,0.52%
1992-04-14,"1,163.00","1,163.00","1,163.00","1,163.00",,1.04%
1992-04-13,"1,151.00","1,151.00","1,151.00","1,151.00",,0.70%
1992-04-10,"1,143.00","1,143.00","1,143.00","1,143.00",,0.00%
1992-04-09,"1,143.00","1,143.00","1,143.00","1,143.00",,-0.52%
1992-04-08,"1,149.00","1,149.00","1,149.00","1,149.00",,-0.43%
1992-04-07,"1,154.00","1,154.00","1,154.00","1,154.00",,-0.52%
1992-04-06,"1,160.00","1,160.00","1,160.00","1,160.00",,-0.85%
1992-04-03,"1,170.00","1,170.00","1,170.00","1,170.00",,-0.51%
1992-04-02,"1,176.00","1,176.00","1,176.00","1,176.00",,-0.25%
1992-04-01,"1,179.00","1,179.00","1,179.00","1,179.00",,-0.08%
1992-03-31,"1,180.00","1,180.00","1,180.00","1,180.00",,-0.51%
1992-03-30,"1,186.00","1,186.00","1,186.00","1,186.00",,-0.92%
1992-03-27,"1,197.00","1,197.00","1,197.00","1,197.00",,-0.58%
1992-03-26,"1,204.00","1,204.00","1,204.00","1,204.00",,-0.58%
1992-03-25,"1,211.00","1,211.00","1,211.00","1,211.00",,-0.08%
1992-03-24,"1,212.00","1,212.00","1,212.00","1,212.00",,-0.16%
1992-03-23,"1,214.00","1,214.00","1,214.00","1,214.00",,-0.08%
1992-03-20,"1,215.00","1,215.00","1,215.00","1,215.00",,-0.65%
1992-03-19,"1,223.00","1,223.00","1,223.00","1,223.00",,0.08%
1992-03-18,"1,222.00","1,222.00","1,222.00","1,222.00",,0.58%
1992-03-17,"1,215.00","1,215.00","1,215.00","1,215.00",,-0.41%
1992-03-16,"1,220.00","1,220.00","1,220.00","1,220.00",,-0.65%
1992-03-13,"1,228.00","1,228.00","1,228.00","1,228.00",,-0.24%
1992-03-12,"1,231.00","1,231.00","1,231.00","1,231.00",,0.00%
1992-03-11,"1,231.00","1,231.00","1,231.00","1,231.00",,-0.08%
1992-03-10,"1,232.00","1,232.00","1,232.00","1,232.00",,0.24%
1992-03-09,"1,229.00","1,229.00","1,229.00","1,229.00",,0.16%
1992-03-06,"1,227.00","1,227.00","1,227.00","1,227.00",,0.00%
1992-03-05,"1,227.00","1,227.00","1,227.00","1,227.00",,-0.08%
1992-03-04,"1,228.00","1,228.00","1,228.00","1,228.00",,0.08%
1992-03-03,"1,227.00","1,227.00","1,227.00","1,227.00",,0.33%
1992-03-02,"1,223.00","1,223.00","1,223.00","1,223.00",,0.08%
1992-02-28,"1,222.00","1,222.00","1,222.00","1,222.00",,-0.49%
1992-02-27,"1,228.00","1,228.00","1,228.00","1,228.00",,0.08%
1992-02-26,"1,227.00","1,227.00","1,227.00","1,227.00",,-0.57%
1992-02-25,"1,234.00","1,234.00","1,234.00","1,234.00",,-0.16%
1992-02-24,"1,236.00","1,236.00","1,236.00","1,236.00",,-0.88%
1992-02-21,"1,247.00","1,247.00","1,247.00","1,247.00",,-1.03%
1992-02-20,"1,260.00","1,260.00","1,260.00","1,260.00",,-0.47%
1992-02-19,"1,266.00","1,266.00","1,266.00","1,266.00",,-1.25%
1992-02-18,"1,282.00","1,282.00","1,282.00","1,282.00",,-1.31%
1992-02-17,"1,299.00","1,299.00","1,299.00","1,299.00",,-1.22%
1992-02-14,"1,315.00","1,315.00","1,315.00","1,315.00",,-0.60%
1992-02-13,"1,323.00","1,323.00","1,323.00","1,323.00",,-1.19%
1992-02-12,"1,339.00","1,339.00","1,339.00","1,339.00",,-0.74%
1992-02-11,"1,349.00","1,349.00","1,349.00","1,349.00",,-0.52%
1992-02-10,"1,356.00","1,356.00","1,356.00","1,356.00",,-0.66%
1992-02-07,"1,365.00","1,365.00","1,365.00","1,365.00",,-0.51%
1992-02-06,"1,372.00","1,372.00","1,372.00","1,372.00",,-1.51%
1992-02-05,"1,393.00","1,393.00","1,393.00","1,393.00",,-0.64%
1992-02-04,"1,402.00","1,402.00","1,402.00","1,402.00",,-1.34%
1992-02-03,"1,421.00","1,421.00","1,421.00","1,421.00",,-0.63%
1992-01-31,"1,430.00","1,430.00","1,430.00","1,430.00",,-0.69%
1992-01-30,"1,440.00","1,440.00","1,440.00","1,440.00",,-0.48%
1992-01-29,"1,447.00","1,447.00","1,447.00","1,447.00",,-1.43%
1992-01-28,"1,468.00","1,468.00","1,468.00","1,468.00",,-1.01%
1992-01-27,"1,483.00","1,483.00","1,483.00","1,483.00",,-1.26%
1992-01-24,"1,502.00","1,502.00","1,502.00","1,502.00",,-0.92%
1992-01-23,"1,516.00","1,516.00","1,516.00","1,516.00",,-0.98%
1992-01-22,"1,531.00","1,531.00","1,531.00","1,531.00",,-0.20%
1992-01-21,"1,534.00","1,534.00","1,534.00","1,534.00",,0.00%
1992-01-20,"1,534.00","1,534.00","1,534.00","1,534.00",,0.20%
1992-01-17,"1,531.00","1,531.00","1,531.00","1,531.00",,0.39%
1992-01-16,"1,525.00","1,525.00","1,525.00","1,525.00",,0.26%
1992-01-15,"1,521.00","1,521.00","1,521.00","1,521.00",,0.86%
1992-01-14,"1,508.00","1,508.00","1,508.00","1,508.00",,0.94%
1992-01-13,"1,494.00","1,494.00","1,494.00","1,494.00",,0.27%
1992-01-10,"1,490.00","1,490.00","1,490.00","1,490.00",,0.40%
1992-01-09,"1,484.00","1,484.00","1,484.00","1,484.00",,0.47%
1992-01-08,"1,477.00","1,477.00","1,477.00","1,477.00",,0.07%
1992-01-07,"1,476.00","1,476.00","1,476.00","1,476.00",,-0.20%
1992-01-06,"1,479.00","1,479.00","1,479.00","1,479.00",,-0.67%
1992-01-03,"1,489.00","1,489.00","1,489.00","1,489.00",,-0.13%
1992-01-02,"1,491.00","1,491.00","1,491.00","1,491.00",,-0.20%
1991-12-31,"1,494.00","1,494.00","1,494.00","1,494.00",,0.13%
1991-12-30,"1,492.00","1,492.00","1,492.00","1,492.00",,-0.13%
1991-12-24,"1,494.00","1,494.00","1,494.00","1,494.00",,-0.40%
1991-12-23,"1,500.00","1,500.00","1,500.00","1,500.00",,-0.60%
1991-12-20,"1,509.00","1,509.00","1,509.00","1,509.00",,-0.79%
1991-12-19,"1,521.00","1,521.00","1,521.00","1,521.00",,-0.46%
1991-12-18,"1,528.00","1,528.00","1,528.00","1,528.00",,-0.39%
1991-12-17,"1,534.00","1,534.00","1,534.00","1,534.00",,-0.58%
1991-12-16,"1,543.00","1,543.00","1,543.00","1,543.00",,-0.26%
1991-12-13,"1,547.00","1,547.00","1,547.00","1,547.00",,-0.06%
1991-12-12,"1,548.00","1,548.00","1,548.00","1,548.00",,-0.26%
1991-12-11,"1,552.00","1,552.00","1,552.00","1,552.00",,-0.06%
1991-12-10,"1,553.00","1,553.00","1,553.00","1,553.00",,-0.13%
1991-12-09,"1,555.00","1,555.00","1,555.00","1,555.00",,-0.38%
1991-12-06,"1,561.00","1,561.00","1,561.00","1,561.00",,-0.19%
1991-12-05,"1,564.00","1,564.00","1,564.00","1,564.00",,-0.64%
1991-12-04,"1,574.00","1,574.00","1,574.00","1,574.00",,-0.06%
1991-12-03,"1,575.00","1,575.00","1,575.00","1,575.00",,-0.38%
1991-12-02,"1,581.00","1,581.00","1,581.00","1,581.00",,-0.50%
1991-11-29,"1,589.00","1,589.00","1,589.00","1,589.00",,-0.38%
1991-11-28,"1,595.00","1,595.00","1,595.00","1,595.00",,-0.25%
1991-11-27,"1,599.00","1,599.00","1,599.00","1,599.00",,-0.06%
1991-11-26,"1,600.00","1,600.00","1,600.00","1,600.00",,-0.12%
1991-11-25,"1,602.00","1,602.00","1,602.00","1,602.00",,0.31%
1991-11-22,"1,597.00","1,597.00","1,597.00","1,597.00",,0.13%
1991-11-21,"1,595.00","1,595.00","1,595.00","1,595.00",,-0.19%
1991-11-20,"1,598.00","1,598.00","1,598.00","1,598.00",,-0.44%
1991-11-19,"1,605.00","1,605.00","1,605.00","1,605.00",,-0.19%
1991-11-18,"1,608.00","1,608.00","1,608.00","1,608.00",,-0.06%
1991-11-15,"1,609.00","1,609.00","1,609.00","1,609.00",,-0.92%
1991-11-14,"1,624.00","1,624.00","1,624.00","1,624.00",,-0.37%
1991-11-13,"1,630.00","1,630.00","1,630.00","1,630.00",,-0.55%
1991-11-12,"1,639.00","1,639.00","1,639.00","1,639.00",,-0.12%
1991-11-11,"1,641.00","1,641.00","1,641.00","1,641.00",,-0.79%
1991-11-08,"1,654.00","1,654.00","1,654.00","1,654.00",,0.00%
1991-11-07,"1,654.00","1,654.00","1,654.00","1,654.00",,-0.30%
1991-11-06,"1,659.00","1,659.00","1,659.00","1,659.00",,0.18%
1991-11-05,"1,656.00","1,656.00","1,656.00","1,656.00",,0.18%
1991-11-04,"1,653.00","1,653.00","1,653.00","1,653.00",,-0.06%
1991-11-01,"1,654.00","1,654.00","1,654.00","1,654.00",,-0.06%
1991-10-31,"1,655.00","1,655.00","1,655.00","1,655.00",,0.30%
1991-10-30,"1,650.00","1,650.00","1,650.00","1,650.00",,-0.06%
1991-10-29,"1,651.00","1,651.00","1,651.00","1,651.00",,0.06%
1991-10-28,"1,650.00","1,650.00","1,650.00","1,650.00",,0.06%
1991-10-25,"1,649.00","1,649.00","1,649.00","1,649.00",,0.12%
1991-10-24,"1,647.00","1,647.00","1,647.00","1,647.00",,0.18%
1991-10-23,"1,644.00","1,644.00","1,644.00","1,644.00",,0.06%
1991-10-22,"1,643.00","1,643.00","1,643.00","1,643.00",,0.00%
1991-10-21,"1,643.00","1,643.00","1,643.00","1,643.00",,0.24%
1991-10-18,"1,639.00","1,639.00","1,639.00","1,639.00",,0.31%
1991-10-17,"1,634.00","1,634.00","1,634.00","1,634.00",,0.80%
1991-10-16,"1,621.00","1,621.00","1,621.00","1,621.00",,0.56%
1991-10-15,"1,612.00","1,612.00","1,612.00","1,612.00",,0.44%
1991-10-14,"1,605.00","1,605.00","1,605.00","1,605.00",,0.75%
1991-10-11,"1,593.00","1,593.00","1,593.00","1,593.00",,0.89%
1991-10-10,"1,579.00","1,579.00","1,579.00","1,579.00",,0.57%
1991-10-09,"1,570.00","1,570.00","1,570.00","1,570.00",,0.45%
1991-10-08,"1,563.00","1,563.00","1,563.00","1,563.00",,0.32%
1991-10-07,"1,558.00","1,558.00","1,558.00","1,558.00",,0.45%
1991-10-04,"1,551.00","1,551.00","1,551.00","1,551.00",,0.26%
1991-10-03,"1,547.00","1,547.00","1,547.00","1,547.00",,0.32%
1991-10-02,"1,542.00","1,542.00","1,542.00","1,542.00",,0.92%
1991-10-01,"1,528.00","1,528.00","1,528.00","1,528.00",,0.26%
1991-09-30,"1,524.00","1,524.00","1,524.00","1,524.00",,0.00%
1991-09-27,"1,524.00","1,524.00","1,524.00","1,524.00",,0.00%
1991-09-26,"1,524.00","1,524.00","1,524.00","1,524.00",,0.13%
1991-09-25,"1,522.00","1,522.00","1,522.00","1,522.00",,-0.07%
1991-09-24,"1,523.00","1,523.00","1,523.00","1,523.00",,-0.59%
1991-09-23,"1,532.00","1,532.00","1,532.00","1,532.00",,-0.52%
1991-09-20,"1,540.00","1,540.00","1,540.00","1,540.00",,-0.06%
1991-09-19,"1,541.00","1,541.00","1,541.00","1,541.00",,-0.06%
1991-09-18,"1,542.00","1,542.00","1,542.00","1,542.00",,-0.19%
1991-09-17,"1,545.00","1,545.00","1,545.00","1,545.00",,-0.06%
1991-09-16,"1,546.00","1,546.00","1,546.00","1,546.00",,-0.39%
1991-09-13,"1,552.00","1,552.00","1,552.00","1,552.00",,-0.06%
1991-09-12,"1,553.00","1,553.00","1,553.00","1,553.00",,0.06%
1991-09-11,"1,552.00","1,552.00","1,552.00","1,552.00",,0.19%
1991-09-10,"1,549.00","1,549.00","1,549.00","1,549.00",,0.13%
1991-09-09,"1,547.00","1,547.00","1,547.00","1,547.00",,0.26%
1991-09-06,"1,543.00","1,543.00","1,543.00","1,543.00",,-0.06%
1991-09-05,"1,544.00","1,544.00","1,544.00","1,544.00",,0.06%
1991-09-04,"1,543.00","1,543.00","1,543.00","1,543.00",,-0.19%
1991-09-03,"1,546.00","1,546.00","1,546.00","1,546.00",,-0.13%
1991-09-02,"1,548.00","1,548.00","1,548.00","1,548.00",,0.19%
1991-08-30,"1,545.00","1,545.00","1,545.00","1,545.00",,0.78%
1991-08-29,"1,533.00","1,533.00","1,533.00","1,533.00",,0.46%
1991-08-28,"1,526.00","1,526.00","1,526.00","1,526.00",,0.33%
1991-08-27,"1,521.00","1,521.00","1,521.00","1,521.00",,0.53%
1991-08-23,"1,513.00","1,513.00","1,513.00","1,513.00",,0.46%
1991-08-22,"1,506.00","1,506.00","1,506.00","1,506.00",,-0.33%
1991-08-21,"1,511.00","1,511.00","1,511.00","1,511.00",,-0.59%
1991-08-20,"1,520.00","1,520.00","1,520.00","1,520.00",,-0.39%
1991-08-19,"1,526.00","1,526.00","1,526.00","1,526.00",,-0.26%
1991-08-16,"1,530.00","1,530.00","1,530.00","1,530.00",,0.79%
1991-08-15,"1,518.00","1,518.00","1,518.00","1,518.00",,1.74%
1991-08-14,"1,492.00","1,492.00","1,492.00","1,492.00",,0.61%
1991-08-13,"1,483.00","1,483.00","1,483.00","1,483.00",,0.68%
1991-08-12,"1,473.00","1,473.00","1,473.00","1,473.00",,1.17%
1991-08-09,"1,456.00","1,456.00","1,456.00","1,456.00",,0.97%
1991-08-08,"1,442.00","1,442.00","1,442.00","1,442.00",,0.35%
1991-08-07,"1,437.00","1,437.00","1,437.00","1,437.00",,0.07%
1991-08-06,"1,436.00","1,436.00","1,436.00","1,436.00",,0.00%
1991-08-05,"1,436.00","1,436.00","1,436.00","1,436.00",,-0.42%
1991-08-02,"1,442.00","1,442.00","1,442.00","1,442.00",,-1.23%
1991-08-01,"1,460.00","1,460.00","1,460.00","1,460.00",,-0.41%
1991-07-31,"1,466.00","1,466.00","1,466.00","1,466.00",,-0.54%
1991-07-30,"1,474.00","1,474.00","1,474.00","1,474.00",,-0.74%
1991-07-29,"1,485.00","1,485.00","1,485.00","1,485.00",,-0.74%
1991-07-26,"1,496.00","1,496.00","1,496.00","1,496.00",,-0.13%
1991-07-25,"1,498.00","1,498.00","1,498.00","1,498.00",,-0.07%
1991-07-24,"1,499.00","1,499.00","1,499.00","1,499.00",,-0.93%
1991-07-23,"1,513.00","1,513.00","1,513.00","1,513.00",,-0.39%
1991-07-22,"1,519.00","1,519.00","1,519.00","1,519.00",,-0.46%
1991-07-19,"1,526.00","1,526.00","1,526.00","1,526.00",,0.20%
1991-07-18,"1,523.00","1,523.00","1,523.00","1,523.00",,-0.39%
1991-07-17,"1,529.00","1,529.00","1,529.00","1,529.00",,-0.52%
1991-07-16,"1,537.00","1,537.00","1,537.00","1,537.00",,-0.32%
1991-07-15,"1,542.00","1,542.00","1,542.00","1,542.00",,-1.22%
1991-07-12,"1,561.00","1,561.00","1,561.00","1,561.00",,-1.58%
1991-07-11,"1,586.00","1,586.00","1,586.00","1,586.00",,-1.18%
1991-07-10,"1,605.00","1,605.00","1,605.00","1,605.00",,-1.89%
1991-07-09,"1,636.00","1,636.00","1,636.00","1,636.00",,-0.79%
1991-07-08,"1,649.00","1,649.00","1,649.00","1,649.00",,-0.84%
1991-07-05,"1,663.00","1,663.00","1,663.00","1,663.00",,-0.66%
1991-07-04,"1,674.00","1,674.00","1,674.00","1,674.00",,-0.89%
1991-07-03,"1,689.00","1,689.00","1,689.00","1,689.00",,-0.35%
1991-07-02,"1,695.00","1,695.00","1,695.00","1,695.00",,-0.24%
1991-07-01,"1,699.00","1,699.00","1,699.00","1,699.00",,-0.23%
1991-06-28,"1,703.00","1,703.00","1,703.00","1,703.00",,-0.18%
